"Location";"Suicide Rates Low";"Suicide Rates Medium-Low";"Suicide Rates Medium-High";"Suicide Rates High";"BMI Low";"BMI Medium-Low";"BMI Medium-High";"BMI High";"UV Radiation Low";"UV Radiation Medium-Low";"UV Radiation Medium-High";"UV Radiation High";"Nurses working in mental health sector Low";"Nurses working in mental health sector Medium-Low";"Nurses working in mental health sector Medium-High";"Nurses working in mental health sector High";"Adolescent birth rate Low";"Adolescent birth rate Medium-Low";"Adolescent birth rate Medium-High";"Adolescent birth rate High";"Alcohol  - young age Low";"Alcohol  - young age Medium-Low";"Alcohol  - young age Medium-High";"Alcohol  - young age High";"Alcohol Low";"Alcohol Medium-Low";"Alcohol Medium-High";"Alcohol High";"Tobacco Low";"Tobacco Medium-Low";"Tobacco Medium-High";"Tobacco High";"Government expeditures on mental health Low";"Government expeditures on mental health Medium-Low";"Government expeditures on mental health Medium-High";"Government expeditures on mental health High";"Psychiatrists working in mental health sector Low";"Psychiatrists working in mental health sector Medium-Low";"Psychiatrists working in mental health sector Medium-High";"Psychiatrists working in mental health sector High";"Mental hospital admissions Low";"Mental hospital admissions Medium-Low";"Mental hospital admissions Medium-High";"Mental hospital admissions High";"Out of pocket health-expenditures Low";"Out of pocket health-expenditures Medium-Low";"Out of pocket health-expenditures Medium-High";"Out of pocket health-expenditures High";"Raised Blood Pressure Low";"Raised Blood Pressure Medium-Low";"Raised Blood Pressure Medium-High";"Raised Blood Pressure High";"Social workers working in mental health sector Low ";"Social workers working in mental health sector Medium-Low";"Social workers working in mental health sector Medium-High";"Social workers working in mental health sector High";"Women married at a young age Low";"Women married at a young age Medium-Low";"Women married at a young age Medium-High";"Women married at a young age High"
"Rwanda";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false"
"Saint Lucia";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false"
"Saint Vincent and the Grenadines";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false"
"Samoa";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false"
"Sao Tome and Principe";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false"
"Saudi Arabia";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false"
"Senegal";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false"
"Serbia";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"true";"false";"false";"true";"false";"false";"false"
"Seychelles";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false"
"Sierra Leone";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true"
"Singapore";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false"
"Slovakia";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false"
"Slovenia";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false"
"Solomon Islands";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false"
"Somalia";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false"
"South Africa";"false";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"South Sudan";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false"
"Spain";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false"
"Sri Lanka";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false"
"Sudan";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true"
"Suriname";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false"
"Sweden";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false"
"Switzerland";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false"
"Syrian Arab Republic";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false"
"Tajikistan";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Thailand";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false"
"The former Yugoslav Republic of Macedonia";"false";"true";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"true";"false";"false";"false"
"Timor-Leste";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false"
"Togo";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false"
"Tonga";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Trinidad and Tobago";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false"
"Tunisia";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Turkey";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false"
"Turkmenistan";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Uganda";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true"
"Ukraine";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false"
"United Arab Emirates";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false"
"United Kingdom of Great Britain and Northern Ireland";"false";"true";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false"
"United Republic of Tanzania";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false"
"United States of America";"false";"false";"false";"true";"false";"false";"false";"true";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false"
"Uruguay";"false";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Uzbekistan";"false";"false";"true";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Vanuatu";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false"
"Venezuela (Bolivarian Republic of)";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false"
"Viet Nam";"false";"true";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false"
"Yemen";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false"
"Zambia";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false"
"Zimbabwe";"false";"false";"false";"true";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"true";"false";"false";"false";"false";"true";"false";"false";"true";"false";"false"
